how many azure items does the other network have? 	you have twelve pink cashews, you have ten maroon carrots, you have eighteen azure persimmons 	eighteen 	azure
how many cyan items does the other network have? 	you have twenty purple grapefruits, you have six cyan chestnuts, you have seven cyan clementines, you have sixteen ruby dragon fruits, you have two maroon pomegranates, you have one cyan lemon 	seven 	cyan
how many magenta items does the other network have? 	you have nineteen magenta artichokes, you have sixteen teal broccoli, you have ten white lemons, you have eighteen magenta pumpkins, you have seven cyan leeks, you have one magenta currant 	nineteen 	magenta
how many crimson items does the other network have? 	you have twenty crimson eggplants, you have one red tomato, you have four brown watermelons 	twenty 	crimson
how many maroon items does the other network have? 	you have two maroon clementines, you have six silver grapefruits, you have one maroon onion, you have one maroon chili pepper, you have eleven crimson grapefruits, you have fifteen lavender soybeans, you have fourteen beige kakis, you have two white longans, you have two maroon strawberries 	two 	maroon
how many beige items does the other network have? 	you have eleven red brazil nuts, you have two gold morels, you have seventeen beige olives 	seventeen 	beige
how many orange items does the other network have? 	you have nineteen blue artichokes, you have five orange sweet potatoes, you have four indigo grapefruits, you have four orange haricots, you have eighteen crimson sapotes, you have five orange beets, you have two orange figs, you have nine orange shallots, you have two orange longans 	nine 	orange
how many coral items does the other network have? 	you have two coral parsnips, you have seventeen coral mushrooms, you have three tan lychees, you have fifteen coral daikons, you have seven yellow kakis, you have six blue walnuts 	seventeen 	coral
how many lime items does the other network have? 	you have ten olive guavas, you have eleven yellow peppers, you have one lime pumpkin 	one 	lime
how many coral items does the other network have? 	you have twenty ruby almonds, you have twelve coral beets, you have four gold artichokes, you have twenty coral daikons, you have four coral persimmons, you have four coral sunflower seeds, you have ten khaki figs, you have ten coral peas, you have ten coral strawberries 	twenty 	coral
how many lime items does the other network have? 	you have nineteen azure grapefruits, you have eleven lime pecans, you have ten brown black-eyed peas 	eleven 	lime
how many azure items does the other network have? 	you have eleven azure peppers, you have three lavender persimmons, you have three violet daikons 	eleven 	azure
how many green items does the other network have? 	you have two brown rutabagas, you have eighteen olive sapotes, you have five orange radishes, you have seventeen black guavas, you have eight green boysenberries, you have one green sweet potato, you have eight green blackberries, you have ten khaki broccoli, you have seven green hazelnuts 	eight 	green
how many maroon items does the other network have? 	you have seventeen maroon sweet potatoes, you have fourteen yellow bananas, you have twenty blue broccoli 	seventeen 	maroon
how many grey items does the other network have? 	you have fifteen grey sprouts, you have eleven cyan currants, you have four gold watermelons 	fifteen 	grey
how many teal items does the other network have? 	you have four teal figs, you have two teal okras, you have six teal melons, you have seven tan figs, you have three teal yams, you have eight blue radishes, you have two teal beets, you have sixteen crimson kiwis, you have one teal pepper 	six 	teal
how many magenta items does the other network have? 	you have ten azure limes, you have fifteen magenta pistachios, you have nineteen gold oranges 	fifteen 	magenta
how many violet items does the other network have? 	you have one violet walnut, you have one violet cauliflower, you have thirteen lavender asparagus, you have nine red kiwis, you have three violet marulas, you have eight violet jackfruits, you have five red tangerines, you have five violet peas, you have nine violet persimmons 	nine 	violet
how many brown items does the other network have? 	you have eight olive brussels sprouts, you have one brown guava, you have three brown tangelos, you have one crimson yam, you have four crimson lemons, you have one brown tomatillo, you have twelve azure zucchini, you have four brown cucumbers, you have three brown kumquats 	four 	brown
how many pink items does the other network have? 	you have four pink blackberries, you have eighteen maroon dates, you have four pink lychees, you have eight purple lingonberries, you have five ruby melons, you have seven yellow blackberries 	four 	pink
how many crimson items does the other network have? 	you have ten crimson kohlrabis, you have one grey potato, you have seventeen crimson pineapples, you have seven crimson longans, you have fifteen crimson blueberries, you have one crimson cabbage, you have eighteen red pomegranates, you have ten pink marulas, you have one crimson broccoli 	seventeen 	crimson
how many coral items does the other network have? 	you have six maroon pumpkins, you have five coral pomegranates, you have eleven maroon morels 	five 	coral
how many azure items does the other network have? 	you have one orange lychee, you have three indigo clementines, you have nineteen azure radishes 	nineteen 	azure
